ShipmentID,OrderDate,ShipDate,DeliveryDate,DateKey,CarrierKey,WarehouseKey,ShipModeKey,ProductCategoryKey,DestinationKey,PackageCount,TotalWeightLbs,ShippingCost,TargetDeliveryDays,ActualDeliveryDays,OnTimeFlag,DamageFlag,ReturnFlag,CustomerSatisfactionScore
SHP-002733,2024-02-14,2024-02-15,2024-02-28,20240214,8,3,5,7,14,2,9.4,19.45,10,13,0,0,0,4
SHP-002734,2023-01-21,2023-01-23,2023-01-26,20230121,6,4,6,2,9,2,140.7,473.11,0,3,0,0,0,3
SHP-002735,2023-08-15,2023-08-17,2023-08-24,20230815,8,4,2,2,28,1,171.8,282.89,4,7,0,0,0,3
SHP-002736,2024-08-02,2024-08-04,2024-08-10,20240802,7,5,2,3,20,5,1.0,13.21,4,6,0,0,0,1
SHP-002737,2023-10-13,2023-10-14,2023-10-24,20231013,4,4,5,3,26,5,12.1,4.24,10,10,1,0,0,2
SHP-002738,2023-12-03,2023-12-03,2023-12-06,20231203,3,3,4,3,26,2,15.0,81.3,2,3,0,0,0,4
SHP-002739,2023-05-23,2023-05-24,2023-05-30,20230523,8,4,4,5,20,3,149.2,393.15,2,6,0,0,0,3
SHP-002740,2023-06-24,2023-06-26,2023-07-10,20230624,1,2,5,1,21,6,1.3,6.68,10,14,0,0,0,1
SHP-002741,2024-11-18,2024-11-18,2024-11-24,20241118,3,4,2,8,19,5,49.5,109.15,4,6,0,0,0,4
SHP-002742,2024-09-15,2024-09-15,2024-09-25,20240915,8,1,1,7,1,2,3.4,9.57,7,10,0,0,0,1
SHP-002743,2024-05-03,2024-05-05,2024-05-08,20240503,4,1,4,7,13,1,12.3,32.27,2,3,0,0,0,3
SHP-002744,2023-05-25,2023-05-27,2023-06-06,20230525,5,4,5,4,24,3,11.9,45.51,10,10,1,0,1,4
SHP-002745,2023-12-19,2023-12-19,2023-12-22,20231219,1,6,4,3,16,3,1.5,15.66,2,3,0,0,0,3
SHP-002746,2024-01-28,2024-01-28,2024-02-05,20240128,2,2,1,5,27,1,27.6,135.55,7,8,0,0,0,2
SHP-002747,2024-05-05,2024-05-07,2024-05-10,20240505,5,6,2,2,18,1,57.1,128.15,4,3,1,0,0,5
SHP-002748,2023-09-01,2023-09-03,2023-09-09,20230901,7,6,2,2,16,1,141.2,139.54,4,6,0,0,0,4
SHP-002749,2024-06-22,2024-06-23,2024-07-04,20240622,2,6,5,7,13,2,11.2,9.15,10,11,0,0,0,3
SHP-002750,2024-08-25,2024-08-25,2024-09-05,20240825,1,4,1,1,12,1,8.1,24.13,7,11,0,0,0,3
SHP-002751,2024-02-16,2024-02-16,2024-03-01,20240216,8,1,1,1,14,5,6.9,20.91,7,14,0,0,0,3
SHP-002752,2023-12-19,2023-12-19,2023-12-26,20231219,2,1,2,5,14,2,85.6,145.26,4,7,0,0,0,1
SHP-002753,2023-12-31,2023-12-31,2024-01-02,20231231,6,3,4,6,30,3,6.6,72.76,2,2,1,0,0,5
SHP-002754,2023-01-27,2023-01-29,2023-02-04,20230127,5,5,1,4,29,2,15.3,59.96,7,6,1,0,0,3
SHP-002755,2024-05-06,2024-05-06,2024-05-12,20240506,1,1,1,3,23,6,8.5,15.1,7,6,1,0,0,4
SHP-002756,2023-12-30,2023-12-31,2024-01-11,20231230,1,2,1,6,1,3,6.4,7.25,7,11,0,0,0,5
SHP-002757,2024-04-30,2024-05-02,2024-05-07,20240430,6,1,2,1,15,6,9.2,38.45,4,5,0,0,0,4
SHP-002758,2023-01-27,2023-01-28,2023-02-04,20230127,7,6,2,6,15,5,2.0,16.1,4,7,0,0,0,3
SHP-002759,2023-09-17,2023-09-18,2023-09-22,20230917,6,3,4,7,5,1,9.0,73.11,2,4,0,0,0,1
SHP-002760,2024-06-08,2024-06-10,2024-06-14,20240608,3,2,2,5,11,3,182.8,153.1,4,4,1,0,0,5
SHP-002761,2023-05-21,2023-05-21,2023-06-01,20230521,5,2,1,1,9,5,12.3,15.67,7,11,0,0,0,4
SHP-002762,2024-10-21,2024-10-22,2024-11-02,20241021,7,4,1,6,19,6,1.5,22.78,7,11,0,0,0,2
SHP-002763,2023-04-30,2023-05-01,2023-05-11,20230430,8,2,1,2,27,2,107.5,150.1,7,10,0,0,0,3
SHP-002764,2023-07-12,2023-07-13,2023-07-30,20230712,5,4,1,6,3,2,0.9,30.85,7,17,0,0,1,3
SHP-002765,2023-12-24,2023-12-26,2024-01-01,20231224,1,3,2,1,4,4,8.0,19.8,4,6,0,0,0,2
SHP-002766,2023-12-21,2023-12-23,2023-12-30,20231221,7,4,1,8,14,3,25.9,67.99,7,7,1,0,0,4
SHP-002767,2023-09-20,2023-09-20,2023-09-27,20230920,5,5,1,4,1,4,43.2,35.0,7,7,1,0,0,5
SHP-002768,2023-01-06,2023-01-06,2023-01-11,20230106,4,2,2,7,9,6,12.6,22.94,4,5,0,0,0,4
SHP-002769,2024-09-12,2024-09-12,2024-09-20,20240912,2,6,1,5,10,2,155.8,75.63,7,8,0,0,0,4
SHP-002770,2023-09-15,2023-09-15,2023-09-15,20230915,6,4,6,4,13,3,30.7,329.03,0,0,1,0,0,4
SHP-002771,2024-04-23,2024-04-25,2024-05-04,20240423,8,6,1,7,25,2,12.3,32.24,7,9,0,0,0,5
SHP-002772,2024-03-21,2024-03-22,2024-04-04,20240321,4,3,5,2,18,3,83.8,78.34,10,13,0,0,0,3
SHP-002773,2023-05-12,2023-05-14,2023-05-25,20230512,5,1,1,2,27,1,178.9,221.56,7,11,0,0,0,4
SHP-002774,2024-12-23,2024-12-24,2024-12-28,20241223,1,4,4,4,5,2,12.2,106.68,2,4,0,0,0,3
SHP-002775,2023-04-28,2023-04-30,2023-05-06,20230428,2,3,2,3,17,1,2.5,12.08,4,6,0,0,0,5
SHP-002776,2024-10-12,2024-10-13,2024-10-22,20241012,3,4,1,5,24,2,37.0,139.19,7,9,0,0,0,3
SHP-002777,2024-11-30,2024-12-02,2024-12-03,20241130,6,2,3,1,12,1,5.0,91.81,1,1,1,0,0,4
SHP-002778,2024-02-29,2024-03-02,2024-03-11,20240229,1,1,1,4,10,5,9.3,42.73,7,9,0,0,0,5
SHP-002779,2023-05-15,2023-05-15,2023-05-26,20230515,2,3,1,5,24,2,57.8,184.62,7,11,0,0,0,1
SHP-002780,2024-03-20,2024-03-22,2024-03-25,20240320,2,3,2,3,11,6,0.5,25.2,4,3,1,0,0,4
SHP-002781,2023-01-09,2023-01-10,2023-01-14,20230109,4,4,4,6,1,5,9.1,63.34,2,4,0,0,0,5
SHP-002782,2024-05-03,2024-05-03,2024-05-07,20240503,8,6,2,6,28,1,4.4,29.75,4,4,1,0,0,4
SHP-002783,2023-02-18,2023-02-19,2023-02-26,20230218,6,2,1,4,3,5,8.7,69.78,7,7,1,0,0,5
SHP-002784,2024-05-05,2024-05-06,2024-05-15,20240505,7,3,1,8,5,6,12.2,25.59,7,9,0,0,0,3
SHP-002785,2024-11-13,2024-11-15,2024-11-29,20241113,1,3,5,5,8,3,112.3,58.73,10,14,0,0,0,3
SHP-002786,2023-09-11,2023-09-12,2023-09-18,20230911,8,4,2,3,17,6,8.6,15.49,4,6,0,0,1,3
SHP-002787,2024-04-20,2024-04-22,2024-04-30,20240420,6,5,1,4,14,2,18.2,39.25,7,8,0,0,0,2
SHP-002788,2024-01-10,2024-01-11,2024-01-19,20240110,8,6,1,6,13,2,4.6,11.37,7,8,0,0,0,3
SHP-002789,2024-05-07,2024-05-07,2024-05-10,20240507,4,6,2,6,5,1,5.5,50.72,4,3,1,0,0,5
SHP-002790,2023-03-12,2023-03-12,2023-03-24,20230312,3,6,4,7,7,5,5.3,15.01,2,12,0,0,0,2
SHP-002791,2023-06-29,2023-06-29,2023-07-07,20230629,3,3,1,8,9,2,40.9,42.9,7,8,0,0,0,4
SHP-002792,2024-07-20,2024-07-20,2024-07-23,20240720,3,1,2,7,12,1,11.7,35.27,4,3,1,0,0,4
SHP-002793,2023-01-10,2023-01-12,2023-01-13,20230110,1,6,3,7,10,1,7.3,94.93,1,1,1,0,0,4
SHP-002794,2024-12-27,2024-12-28,2024-12-28,20241227,5,2,6,3,1,5,15.0,129.28,0,0,1,0,0,4
SHP-002795,2024-07-28,2024-07-30,2024-08-09,20240728,2,6,5,8,20,2,19.0,11.55,10,10,1,1,0,5
SHP-002796,2024-06-16,2024-06-16,2024-06-17,20240616,7,4,3,3,3,4,11.1,84.99,1,1,1,0,1,5
SHP-002797,2024-12-02,2024-12-02,2024-12-06,20241202,3,3,4,8,11,3,48.8,151.17,2,4,0,0,0,2
SHP-002798,2024-06-07,2024-06-09,2024-06-16,20240607,8,2,2,6,10,1,7.2,39.33,4,7,0,0,0,3
SHP-002799,2024-07-14,2024-07-16,2024-07-23,20240714,1,5,2,2,10,1,52.2,94.72,4,7,0,0,0,3
SHP-002800,2024-06-07,2024-06-08,2024-06-08,20240607,5,6,3,4,30,6,20.8,92.49,1,0,1,0,0,5
SHP-002801,2023-09-07,2023-09-07,2023-09-14,20230907,5,4,1,5,11,2,121.3,115.72,7,7,1,1,0,3
SHP-002802,2024-11-30,2024-12-02,2024-12-12,20241130,6,6,1,5,21,2,85.7,78.1,7,10,0,0,0,1
SHP-002803,2024-03-18,2024-03-19,2024-03-25,20240318,2,3,2,8,30,5,49.3,94.29,4,6,0,1,0,2
SHP-002804,2024-04-24,2024-04-26,2024-05-02,20240424,4,3,1,8,16,4,37.9,51.29,7,6,1,0,0,4
SHP-002805,2023-06-29,2023-06-29,2023-06-30,20230629,8,6,6,4,15,3,9.6,338.19,0,1,0,0,0,5
SHP-002806,2024-09-15,2024-09-15,2024-09-22,20240915,3,1,2,4,6,5,19.0,83.21,4,7,0,0,0,4
SHP-002807,2023-05-19,2023-05-21,2023-05-31,20230519,6,5,2,3,24,3,10.6,40.51,4,10,0,0,0,5
SHP-002808,2023-10-07,2023-10-08,2023-10-16,20231007,6,6,2,4,19,4,32.0,25.03,4,8,0,0,0,5
SHP-002809,2023-08-14,2023-08-16,2023-08-24,20230814,3,3,1,1,24,4,1.9,14.36,7,8,0,0,0,3
SHP-002810,2023-04-08,2023-04-10,2023-04-17,20230408,8,4,1,4,13,4,8.1,71.0,7,7,1,0,1,5
SHP-002811,2024-09-16,2024-09-17,2024-09-30,20240916,2,4,5,1,18,2,11.4,12.22,10,13,0,1,0,3
SHP-002812,2023-10-18,2023-10-18,2023-10-26,20231018,6,3,2,8,11,6,41.5,35.33,4,8,0,1,0,3
SHP-002813,2023-05-20,2023-05-20,2023-05-22,20230520,3,6,6,3,15,5,12.5,117.39,0,2,0,0,0,2
SHP-002814,2024-03-29,2024-03-31,2024-04-08,20240329,7,1,1,4,18,3,24.8,20.34,7,8,0,0,0,2
SHP-002815,2023-07-13,2023-07-14,2023-07-20,20230713,8,3,1,7,5,3,2.0,17.62,7,6,1,0,0,4
SHP-002816,2023-06-15,2023-06-16,2023-06-18,20230615,2,3,3,6,28,5,10.6,105.03,1,2,0,0,0,3
SHP-002817,2024-11-10,2024-11-12,2024-11-14,20241110,1,3,3,1,18,3,1.5,42.26,1,2,0,0,0,2
SHP-002818,2023-01-05,2023-01-07,2023-01-15,20230105,7,3,1,7,13,1,6.9,37.43,7,8,0,0,0,5
SHP-002819,2023-03-02,2023-03-02,2023-03-12,20230302,5,2,1,2,17,2,25.1,69.71,7,10,0,0,0,2
SHP-002820,2024-09-03,2024-09-03,2024-09-04,20240903,3,4,3,6,9,4,7.6,27.2,1,1,1,0,0,4
SHP-002821,2023-05-01,2023-05-02,2023-05-15,20230501,2,4,5,8,9,6,42.0,37.76,10,13,0,0,0,2
SHP-002822,2023-12-29,2023-12-30,2023-12-30,20231229,4,1,3,6,6,3,6.6,23.09,1,0,1,0,0,1
SHP-002823,2023-08-18,2023-08-19,2023-08-25,20230818,5,3,2,6,9,3,9.5,9.11,4,6,0,0,0,3
SHP-002824,2023-01-11,2023-01-13,2023-01-20,20230111,2,3,1,1,22,5,2.2,33.29,7,7,1,0,0,5
SHP-002825,2023-06-19,2023-06-21,2023-06-25,20230619,5,6,2,7,20,2,2.3,28.91,4,4,1,0,0,5
SHP-002826,2024-07-18,2024-07-19,2024-07-21,20240718,5,1,4,3,14,3,1.3,27.98,2,2,1,0,0,1
SHP-002827,2024-09-23,2024-09-23,2024-09-27,20240923,6,3,4,7,30,4,6.7,58.07,2,4,0,0,1,5
SHP-002828,2024-01-30,2024-02-01,2024-02-04,20240130,1,4,2,6,23,2,6.6,16.18,4,3,1,0,0,4
SHP-002829,2024-10-02,2024-10-02,2024-10-05,20241002,4,3,4,5,3,1,135.6,207.99,2,3,0,0,0,5
SHP-002830,2024-10-03,2024-10-05,2024-10-12,20241003,7,3,2,8,22,6,10.5,63.07,4,7,0,0,0,4
SHP-002831,2024-05-28,2024-05-28,2024-05-29,20240528,1,5,4,1,2,1,6.8,37.79,2,1,1,0,0,4
SHP-002832,2024-08-07,2024-08-08,2024-08-12,20240807,4,2,2,7,10,5,7.7,50.31,4,4,1,0,0,5
SHP-002833,2024-07-24,2024-07-25,2024-08-01,20240724,2,1,1,1,15,3,11.7,14.55,7,7,1,0,0,5
SHP-002834,2024-08-25,2024-08-26,2024-09-04,20240825,6,4,5,2,7,1,141.4,68.11,10,9,1,0,1,5
SHP-002835,2023-10-25,2023-10-27,2023-10-28,20231025,5,4,4,1,28,4,3.1,39.99,2,1,1,0,0,4
SHP-002836,2024-10-06,2024-10-08,2024-10-19,20241006,3,3,1,1,29,5,10.0,20.09,7,11,0,0,0,2
SHP-002837,2023-12-18,2023-12-18,2023-12-31,20231218,5,6,1,2,17,1,189.4,118.33,7,13,0,0,0,2
SHP-002838,2024-10-12,2024-10-14,2024-10-23,20241012,6,6,4,8,14,3,44.9,34.4,2,9,0,0,0,2
SHP-002839,2024-04-29,2024-05-01,2024-05-04,20240429,5,1,3,2,21,3,155.5,452.82,1,3,0,0,0,4
SHP-002840,2023-01-09,2023-01-11,2023-01-25,20230109,6,5,1,8,24,2,39.9,25.37,7,14,0,0,0,2
SHP-002841,2023-03-16,2023-03-16,2023-03-28,20230316,1,6,5,7,5,5,5.8,19.7,10,12,0,1,0,4
SHP-002842,2023-10-06,2023-10-08,2023-10-14,20231006,1,2,1,7,9,5,6.8,22.79,7,6,1,0,0,5
SHP-002843,2023-10-23,2023-10-23,2023-10-29,20231023,3,5,4,6,30,4,4.1,74.82,2,6,0,0,0,3
SHP-002844,2023-03-27,2023-03-29,2023-04-07,20230327,2,2,5,8,6,4,13.4,51.32,10,9,1,0,0,1
SHP-002845,2023-04-17,2023-04-17,2023-04-17,20230417,4,4,3,1,28,3,6.2,27.19,1,0,1,0,0,3
SHP-002846,2024-12-23,2024-12-24,2025-01-02,20241223,1,1,1,8,22,5,16.5,34.17,7,9,0,0,1,5
SHP-002847,2024-02-26,2024-02-28,2024-03-04,20240226,2,4,3,7,2,5,14.2,51.92,1,5,0,0,0,1
SHP-002848,2023-12-06,2023-12-07,2023-12-13,20231206,4,5,2,5,20,1,162.0,124.79,4,6,0,0,0,1
SHP-002849,2024-01-25,2024-01-25,2024-02-04,20240125,6,5,1,3,21,3,5.3,36.87,7,10,0,0,1,4
SHP-002850,2024-08-29,2024-08-31,2024-09-08,20240829,8,1,1,5,22,2,55.3,46.84,7,8,0,0,0,2
SHP-002851,2024-05-24,2024-05-26,2024-06-03,20240524,3,3,2,7,20,3,1.8,13.12,4,8,0,0,0,3
SHP-002852,2023-02-23,2023-02-25,2023-02-28,20230223,1,6,2,5,18,3,171.5,76.18,4,3,1,0,0,3
SHP-002853,2023-02-22,2023-02-23,2023-03-01,20230222,7,6,1,8,5,2,23.0,35.07,7,6,1,0,0,4
SHP-002854,2024-08-22,2024-08-22,2024-08-30,20240822,1,5,2,1,28,5,9.0,24.75,4,8,0,0,0,3
SHP-002855,2023-06-25,2023-06-27,2023-07-08,20230625,7,2,1,3,30,1,15.0,18.11,7,11,0,0,0,3
SHP-002856,2024-06-02,2024-06-04,2024-06-11,20240602,6,3,2,8,13,6,12.2,29.34,4,7,0,0,1,3
SHP-002857,2023-01-26,2023-01-28,2023-02-03,20230126,2,1,1,7,1,2,12.9,9.11,7,6,1,0,0,2
SHP-002858,2024-12-30,2024-12-30,2025-01-08,20241230,8,3,1,8,14,2,47.5,78.16,7,9,0,0,0,3
SHP-002859,2024-10-15,2024-10-16,2024-10-29,20241015,5,5,5,6,13,2,7.1,25.49,10,13,0,0,0,2
SHP-002860,2023-01-16,2023-01-16,2023-01-19,20230116,8,6,6,5,26,2,20.5,688.13,0,3,0,0,0,2
SHP-002861,2023-10-08,2023-10-10,2023-10-19,20231008,1,6,1,8,16,3,5.4,75.86,7,9,0,0,0,5
SHP-002862,2024-06-02,2024-06-02,2024-06-07,20240602,3,2,3,7,7,4,15.0,97.7,1,5,0,0,0,2
SHP-002863,2023-05-14,2023-05-15,2023-05-19,20230514,1,6,6,6,24,6,13.7,136.43,0,4,0,0,0,3
SHP-002864,2024-09-26,2024-09-26,2024-09-30,20240926,1,6,3,4,29,5,47.2,80.14,1,4,0,0,0,3
SHP-002865,2023-01-19,2023-01-21,2023-01-28,20230119,7,5,1,1,24,3,7.0,16.06,7,7,1,1,0,4
SHP-002866,2023-05-18,2023-05-20,2023-06-01,20230518,3,3,1,2,20,3,24.5,63.16,7,12,0,0,0,4
SHP-002867,2023-09-27,2023-09-29,2023-10-05,20230927,3,1,1,4,8,1,35.5,73.37,7,6,1,0,0,5
SHP-002868,2023-11-21,2023-11-23,2023-12-01,20231121,4,1,1,5,1,3,116.1,150.4,7,8,0,0,0,3
SHP-002869,2024-03-26,2024-03-27,2024-04-02,20240326,8,5,1,3,12,6,4.0,32.95,7,6,1,0,0,5
SHP-002870,2023-05-05,2023-05-07,2023-05-13,20230505,6,2,2,4,22,6,31.9,92.23,4,6,0,0,0,2
SHP-002871,2024-08-21,2024-08-22,2024-08-27,20240821,1,3,3,8,15,5,39.2,131.28,1,5,0,0,0,2
SHP-002872,2024-01-05,2024-01-05,2024-01-07,20240105,4,1,4,3,22,6,9.6,65.52,2,2,1,0,0,5
SHP-002873,2024-06-25,2024-06-26,2024-07-06,20240625,2,6,5,6,28,6,8.9,25.09,10,10,1,0,0,5
SHP-002874,2023-12-07,2023-12-07,2023-12-15,20231207,3,2,2,8,28,6,41.5,43.29,4,8,0,0,0,5
SHP-002875,2024-01-12,2024-01-12,2024-01-16,20240112,8,6,4,7,11,6,0.8,38.24,2,4,0,0,0,2
SHP-002876,2023-12-10,2023-12-12,2023-12-13,20231210,7,1,3,7,27,2,7.5,88.34,1,1,1,0,0,5
SHP-002877,2023-11-27,2023-11-29,2023-12-03,20231127,4,3,2,7,11,4,10.3,30.21,4,4,1,0,0,4
SHP-002878,2024-03-05,2024-03-07,2024-03-16,20240305,5,6,1,4,8,2,13.2,47.7,7,9,0,0,0,3
SHP-002879,2023-03-23,2023-03-24,2023-04-01,20230323,4,5,2,7,12,6,0.9,48.92,4,8,0,0,0,2
SHP-002880,2024-01-22,2024-01-23,2024-01-29,20240122,5,2,4,4,7,2,37.9,137.29,2,6,0,0,0,4
SHP-002881,2024-02-06,2024-02-06,2024-02-14,20240206,2,1,1,8,6,5,30.1,51.14,7,8,0,0,0,1
SHP-002882,2024-04-15,2024-04-16,2024-04-23,20240415,8,6,4,3,4,4,10.5,26.66,2,7,0,0,0,2
SHP-002883,2024-04-24,2024-04-25,2024-05-03,20240424,7,3,2,6,6,6,10.3,53.11,4,8,0,0,0,3
SHP-002884,2024-06-05,2024-06-07,2024-06-14,20240605,4,6,1,3,9,6,1.5,35.45,7,7,1,0,0,4
SHP-002885,2023-06-22,2023-06-23,2023-07-04,20230622,4,5,1,7,7,5,14.5,13.29,7,11,0,0,0,3
SHP-002886,2023-08-24,2023-08-25,2023-09-02,20230824,5,6,3,5,21,2,65.1,689.78,1,8,0,0,0,2
SHP-002887,2023-04-08,2023-04-10,2023-04-11,20230408,2,2,3,8,28,4,6.5,163.5,1,1,1,0,0,4
SHP-002888,2024-05-12,2024-05-14,2024-05-30,20240512,2,2,1,2,14,3,121.6,205.08,7,16,0,0,0,3
SHP-002889,2024-05-24,2024-05-24,2024-06-04,20240524,8,5,1,3,14,5,12.8,11.04,7,11,0,0,0,3
SHP-002890,2024-07-02,2024-07-03,2024-07-09,20240702,6,3,1,2,7,2,66.5,190.42,7,6,1,0,0,4
SHP-002891,2024-05-24,2024-05-25,2024-06-01,20240524,7,2,1,4,17,5,40.0,31.88,7,7,1,0,0,2
SHP-002892,2024-06-25,2024-06-25,2024-07-04,20240625,6,1,1,2,4,2,50.7,65.15,7,9,0,0,0,1
SHP-002893,2023-08-05,2023-08-06,2023-08-06,20230805,8,1,6,3,3,3,4.8,82.36,0,0,1,0,0,5
SHP-002894,2024-06-19,2024-06-19,2024-06-27,20240619,2,2,2,4,8,6,27.1,107.72,4,8,0,0,0,4
SHP-002895,2024-07-04,2024-07-04,2024-07-09,20240704,6,1,2,2,8,3,100.9,222.55,4,5,0,0,0,2
SHP-002896,2024-03-28,2024-03-29,2024-04-06,20240328,2,4,1,4,29,1,18.5,65.68,7,8,0,0,0,1
SHP-002897,2024-05-26,2024-05-26,2024-06-01,20240526,4,6,1,7,11,6,1.5,17.39,7,6,1,0,0,3
SHP-002898,2024-10-08,2024-10-09,2024-10-20,20241008,1,2,1,6,14,4,9.8,18.1,7,11,0,0,0,4
SHP-002899,2023-03-13,2023-03-14,2023-03-23,20230313,7,4,2,8,13,6,35.1,93.25,4,9,0,0,0,2
SHP-002900,2023-09-28,2023-09-29,2023-10-08,20230928,7,5,1,1,10,1,3.8,11.99,7,9,0,0,0,4
SHP-002901,2023-04-15,2023-04-17,2023-04-24,20230415,5,2,1,3,21,3,6.7,13.93,7,7,1,1,0,3
SHP-002902,2024-06-19,2024-06-21,2024-07-02,20240619,2,1,1,7,24,1,3.4,9.28,7,11,0,0,0,5
SHP-002903,2024-02-08,2024-02-10,2024-02-21,20240208,2,3,1,3,11,3,10.3,16.23,7,11,0,0,0,1
SHP-002904,2023-05-04,2023-05-05,2023-05-14,20230504,1,2,5,6,17,2,11.6,20.23,10,9,1,0,1,3
SHP-002905,2023-02-04,2023-02-05,2023-02-13,20230204,4,4,1,5,26,3,100.4,124.13,7,8,0,0,0,1
SHP-002906,2024-06-08,2024-06-08,2024-06-19,20240608,6,3,5,2,6,1,138.1,39.3,10,11,0,0,0,3
SHP-002907,2023-05-25,2023-05-27,2023-06-03,20230525,5,1,1,8,27,4,41.6,23.27,7,7,1,0,0,5
SHP-002908,2023-04-18,2023-04-18,2023-04-21,20230418,7,3,2,2,30,2,138.5,206.91,4,3,1,0,0,3
SHP-002909,2024-04-27,2024-04-28,2024-05-06,20240427,8,6,1,7,5,6,2.9,31.92,7,8,0,0,0,4
SHP-002910,2024-07-17,2024-07-19,2024-07-24,20240717,7,2,2,1,23,5,4.2,17.69,4,5,0,0,0,3
SHP-002911,2024-12-30,2024-12-30,2024-12-30,20241230,5,4,6,6,16,6,12.4,143.71,0,0,1,0,0,1
SHP-002912,2023-05-15,2023-05-17,2023-05-31,20230515,2,3,5,6,25,3,3.1,15.79,10,14,0,0,0,4
SHP-002913,2023-12-21,2023-12-21,2023-12-24,20231221,1,2,3,3,3,4,8.4,36.62,1,3,0,0,0,2
SHP-002914,2023-06-12,2023-06-12,2023-06-20,20230612,4,6,2,2,8,1,66.2,76.53,4,8,0,0,0,1
SHP-002915,2023-11-16,2023-11-18,2023-11-28,20231116,1,6,1,3,17,1,11.7,39.3,7,10,0,0,0,2
SHP-002916,2024-01-05,2024-01-07,2024-01-10,20240105,7,2,6,3,1,5,4.7,101.91,0,3,0,0,0,3
SHP-002917,2023-12-06,2023-12-08,2023-12-13,20231206,8,4,2,2,7,2,101.4,124.44,4,5,0,0,0,3
SHP-002918,2023-06-14,2023-06-15,2023-06-17,20230614,1,2,6,2,8,2,124.1,1016.13,0,2,0,0,0,1
SHP-002919,2023-03-30,2023-04-01,2023-04-01,20230330,4,4,6,6,29,4,10.2,117.58,0,0,1,0,0,4
SHP-002920,2023-11-29,2023-11-30,2023-12-06,20231129,2,3,1,5,13,1,69.9,191.01,7,6,1,0,0,3
SHP-002921,2024-01-26,2024-01-28,2024-01-30,20240126,2,3,6,2,18,1,75.5,184.08,0,2,0,0,0,1
SHP-002922,2023-02-06,2023-02-08,2023-02-14,20230206,2,3,4,7,13,3,7.5,49.95,2,6,0,0,0,5
SHP-002923,2024-06-25,2024-06-25,2024-07-04,20240625,3,5,5,3,23,5,12.5,23.13,10,9,1,0,0,5
SHP-002924,2023-05-24,2023-05-24,2023-05-31,20230524,7,5,1,4,5,3,48.0,37.72,7,7,1,0,0,5
SHP-002925,2024-11-03,2024-11-03,2024-11-06,20241103,7,5,2,3,10,6,2.4,17.44,4,3,1,0,0,1
SHP-002926,2024-12-27,2024-12-29,2025-01-08,20241227,6,5,1,1,1,5,3.2,38.59,7,10,0,0,0,2
SHP-002927,2024-04-07,2024-04-08,2024-04-11,20240407,3,2,2,6,21,3,12.3,55.81,4,3,1,0,0,4
SHP-002928,2023-03-09,2023-03-09,2023-03-16,20230309,4,2,2,6,14,5,10.5,16.41,4,7,0,0,0,4
SHP-002929,2024-02-05,2024-02-05,2024-02-11,20240205,7,1,2,2,5,3,52.1,278.75,4,6,0,0,0,3
SHP-002930,2024-02-13,2024-02-15,2024-02-18,20240213,6,3,4,2,1,3,88.7,448.32,2,3,0,0,0,4
SHP-002931,2023-08-06,2023-08-08,2023-08-08,20230806,5,2,3,5,10,2,113.4,419.03,1,0,1,0,0,3
SHP-002932,2023-07-15,2023-07-17,2023-07-27,20230715,7,4,1,2,24,1,152.8,107.95,7,10,0,0,0,2
SHP-002933,2023-09-10,2023-09-12,2023-09-22,20230910,7,1,1,4,21,6,34.5,44.33,7,10,0,0,0,2
SHP-002934,2024-02-21,2024-02-22,2024-02-26,20240221,1,4,2,4,3,6,7.5,33.26,4,4,1,0,0,5
SHP-002935,2023-03-09,2023-03-11,2023-03-23,20230309,5,5,2,6,26,2,4.4,31.25,4,12,0,0,0,3
SHP-002936,2024-09-13,2024-09-14,2024-09-17,20240913,8,1,2,2,5,2,139.2,100.8,4,3,1,0,0,5
SHP-002937,2024-02-22,2024-02-23,2024-03-04,20240222,1,3,1,6,26,2,13.0,24.6,7,10,0,0,0,1
SHP-002938,2023-11-29,2023-12-01,2023-12-05,20231129,4,1,3,5,11,3,127.4,191.6,1,4,0,0,0,3
SHP-002939,2024-02-06,2024-02-07,2024-02-10,20240206,1,6,2,7,24,1,6.3,34.6,4,3,1,0,0,5
SHP-002940,2024-10-28,2024-10-28,2024-11-03,20241028,6,2,2,7,24,6,8.6,26.89,4,6,0,0,0,3
SHP-002941,2023-06-04,2023-06-06,2023-06-15,20230604,3,5,5,6,26,3,6.0,20.64,10,9,1,0,0,3
SHP-002942,2024-07-12,2024-07-13,2024-07-18,20240712,6,6,4,7,19,4,10.6,85.87,2,5,0,0,0,1
SHP-002943,2024-11-15,2024-11-17,2024-11-26,20241115,7,2,5,8,10,6,43.4,26.38,10,9,1,0,0,5
SHP-002944,2023-04-23,2023-04-24,2023-05-01,20230423,1,6,1,5,15,3,161.4,192.08,7,7,1,0,0,4
SHP-002945,2024-10-26,2024-10-28,2024-11-08,20241026,8,3,1,6,13,2,1.9,24.39,7,11,0,0,0,3
SHP-002946,2024-01-05,2024-01-05,2024-01-11,20240105,7,3,4,7,1,1,2.4,17.13,2,6,0,0,0,4
SHP-002947,2024-01-09,2024-01-11,2024-01-18,20240109,4,3,2,6,11,1,11.4,55.62,4,7,0,0,0,5
SHP-002948,2024-04-04,2024-04-06,2024-04-12,20240404,4,2,4,8,18,4,30.8,162.94,2,6,0,0,0,2
